Unnamed: 0,pth,label,relFCs
20255,neutral/ffhq_5256.png,neutral,0.852833706
16332,neutral/ffhq_1125.png,neutral,0.585714093
20807,neutral/ffhq_656.png,neutral,0.796471859
20321,neutral/ffhq_5315.png,neutral,0.746728386
16396,neutral/ffhq_1183.png,neutral,0.871882845
17375,neutral/ffhq_2064.png,neutral,0.734562651
18836,neutral/ffhq_398.png,neutral,0.811579383
22092,sad/image0015227.jpg,neutral,0.814404674
20992,neutral/ffhq_822.png,neutral,0.830769071
7164,disgust/image0038123.jpg,neutral,0.880601029
17119,neutral/ffhq_1834.png,neutral,0.786698102
2608,anger/image0028361.jpg,neutral,0.855963919
19439,neutral/ffhq_4521.png,neutral,0.709748414
25822,surprise/image0020942.jpg,neutral,0.856034866
19088,neutral/ffhq_4205.png,neutral,0.777911389
3619,contempt/image0028449.jpg,neutral,0.820536986
25013,surprise/image0005836.jpg,neutral,0.769293774
19039,neutral/ffhq_4161.png,neutral,0.739632397
23677,sad/image0027800.jpg,neutral,0.838355482
1557,anger/image0021384.jpg,neutral,0.831310023
4418,contempt/image0036604.jpg,neutral,0.7801458
21036,neutral/ffhq_862.png,neutral,0.801054293
16822,neutral/ffhq_1567.png,neutral,0.838277123
27764,surprise/image0033802.jpg,neutral,0.814413253
20181,neutral/ffhq_519.png,neutral,0.710871986
3930,contempt/image0033016.jpg,neutral,0.854851944
23332,sad/image0025697.jpg,neutral,0.856399069
18752,neutral/ffhq_3903.png,neutral,0.742949479
21203,neutral/image0014532.jpg,neutral,0.801244898
17690,neutral/ffhq_2348.png,neutral,0.787047667
2977,anger/image0030543.jpg,neutral,0.88409134
19942,neutral/ffhq_4975.png,neutral,0.832452545
17049,neutral/ffhq_1771.png,neutral,0.767189553
23474,sad/image0026731.jpg,neutral,0.734634252
17431,neutral/ffhq_2114.png,neutral,0.744457561
17570,neutral/ffhq_224.png,neutral,0.673613053
7879,disgust/image0041625.jpg,neutral,0.802802052
25832,surprise/image0021024.jpg,neutral,0.833437523
21090,neutral/ffhq_910.png,neutral,0.861132146
20077,neutral/ffhq_5096.png,neutral,0.848885302
17316,neutral/ffhq_2010.png,neutral,0.809998063
16909,neutral/ffhq_1645.png,neutral,0.832168427
21020,neutral/ffhq_848.png,neutral,0.76030491
19203,neutral/ffhq_4309.png,neutral,0.579684955
17388,neutral/ffhq_2076.png,neutral,0.838363133
25777,surprise/image0020560.jpg,neutral,0.652731613
19431,neutral/ffhq_4514.png,neutral,0.819117923
20214,neutral/ffhq_5219.png,neutral,0.779217728
16736,neutral/ffhq_149.png,neutral,0.773863753
3767,contempt/image0031460.jpg,neutral,0.887753112
20301,neutral/ffhq_5298.png,neutral,0.824118366
21543,sad/image0005489.jpg,neutral,0.64619948
4762,contempt/image0038378.jpg,neutral,0.824636009
20837,neutral/ffhq_683.png,neutral,0.82863923
19105,neutral/ffhq_4220.png,neutral,0.77435495
20653,neutral/ffhq_5614.png,neutral,0.759528675
19291,neutral/ffhq_4389.png,neutral,0.82269968
22428,sad/image0018548.jpg,neutral,0.819299035
19495,neutral/ffhq_4572.png,neutral,0.759678911
18895,neutral/ffhq_4031.png,neutral,0.822050335
19261,neutral/ffhq_4361.png,neutral,0.821325429
6617,disgust/image0034793.jpg,neutral,0.873629876
16241,neutral/ffhq_1043.png,neutral,0.882714937
17573,neutral/ffhq_2242.png,neutral,0.782589375
28112,surprise/image0034759.jpg,neutral,0.834964741
21596,sad/image0006252.jpg,neutral,0.879049003
17246,neutral/ffhq_1949.png,neutral,0.807108585
18971,neutral/ffhq_410.png,neutral,0.821980074
27741,surprise/image0033727.jpg,neutral,0.833014855
11430,happy/ffhq_1252.png,neutral,0.602350508
19081,neutral/ffhq_42.png,neutral,0.697298824
3965,contempt/image0033411.jpg,neutral,0.895536694
17651,neutral/ffhq_2312.png,neutral,0.792492571
19759,neutral/ffhq_481.png,neutral,0.7999818
4854,contempt/image0038871.jpg,neutral,0.803526968
3347,contempt/image0018542.jpg,neutral,0.826237628
16867,neutral/ffhq_1607.png,neutral,0.753091616
16580,neutral/ffhq_1349.png,neutral,0.787809468
21251,neutral/image0030963.jpg,neutral,0.823378194
19032,neutral/ffhq_4155.png,neutral,0.819137503
22660,sad/image0020358.jpg,neutral,0.845208701
1007,anger/image0017253.jpg,neutral,0.799356299
16872,neutral/ffhq_1611.png,neutral,0.761627184
20442,neutral/ffhq_5424.png,neutral,0.722547835
12700,happy/ffhq_2396.png,neutral,0.858923439
3543,contempt/image0026353.jpg,neutral,0.874937796
18932,neutral/ffhq_4065.png,neutral,0.597025032
18070,neutral/ffhq_2690.png,neutral,0.821368639
16661,neutral/ffhq_1421.png,neutral,0.704157934
17081,neutral/ffhq_180.png,neutral,0.735708055
17406,neutral/ffhq_2092.png,neutral,0.7783663
19511,neutral/ffhq_4587.png,neutral,0.785878977
19797,neutral/ffhq_4844.png,neutral,0.82184902
5776,contempt/image0042515.jpg,neutral,0.840660023
1151,anger/image0018424.jpg,neutral,0.843908722
18121,neutral/ffhq_2736.png,neutral,0.694373202
18678,neutral/ffhq_3837.png,neutral,0.842414519
20817,neutral/ffhq_665.png,neutral,0.800512333
19627,neutral/ffhq_4691.png,neutral,0.780425321
20907,neutral/ffhq_746.png,neutral,0.772437478
16245,neutral/ffhq_1047.png,neutral,0.797763377
16574,neutral/ffhq_1343.png,neutral,0.859278869
27952,surprise/image0034305.jpg,neutral,0.897275795
19806,neutral/ffhq_4852.png,neutral,0.745970331
16803,neutral/ffhq_155.png,neutral,0.734611275
17464,neutral/ffhq_2144.png,neutral,0.834828012
22049,sad/image0014688.jpg,neutral,0.78333252
19448,neutral/ffhq_453.png,neutral,0.805000396
20765,neutral/ffhq_618.png,neutral,0.829377392
4059,contempt/image0034474.jpg,neutral,0.751575068
16620,neutral/ffhq_1385.png,neutral,0.731404444
16534,neutral/ffhq_1307.png,neutral,0.824416705
18649,neutral/ffhq_3810.png,neutral,0.854631797
18758,neutral/ffhq_3909.png,neutral,0.682630544
19989,neutral/ffhq_5016.png,neutral,0.701544845
18382,neutral/ffhq_2971.png,neutral,0.799678511
16192,neutral/ffhq_10.png,neutral,0.603912445
20691,neutral/ffhq_5649.png,neutral,0.789406267
20281,neutral/ffhq_528.png,neutral,0.73169536
23223,sad/image0024818.jpg,neutral,0.843249952
6377,disgust/image0032027.jpg,neutral,0.856561155
9643,fear/image0035268.jpg,neutral,0.870353157
1201,anger/image0018839.jpg,neutral,0.892693828
19415,neutral/ffhq_450.png,neutral,0.76226269
16328,neutral/ffhq_1121.png,neutral,0.671052836
10355,fear/image0037991.jpg,neutral,0.846440918
18300,neutral/ffhq_2898.png,neutral,0.825173079
16838,neutral/ffhq_1581.png,neutral,0.793498329
18319,neutral/ffhq_2914.png,neutral,0.840561712
16831,neutral/ffhq_1575.png,neutral,0.770210628
25272,surprise/image0012679.jpg,neutral,0.882061897
17825,neutral/ffhq_247.png,neutral,0.728119308
19434,neutral/ffhq_4517.png,neutral,0.817104966
16273,neutral/ffhq_1072.png,neutral,0.788576769
22629,sad/image0020138.jpg,neutral,0.729962525
18352,neutral/ffhq_2944.png,neutral,0.734725148
16613,neutral/ffhq_1379.png,neutral,0.747959734
7931,disgust/image0041810.jpg,neutral,0.808252425
19480,neutral/ffhq_4559.png,neutral,0.845782389
20113,neutral/ffhq_5128.png,neutral,0.734277529
21913,sad/image0012902.jpg,neutral,0.672986535
17120,neutral/ffhq_1835.png,neutral,0.788075249
6355,disgust/image0031823.jpg,neutral,0.723424179
21373,sad/image0001610.jpg,neutral,0.789363737
18453,neutral/ffhq_3034.png,neutral,0.780608825
19638,neutral/ffhq_4700.png,neutral,0.713514952
2727,anger/image0029033.jpg,neutral,0.756053374
1043,anger/image0017626.jpg,neutral,0.856492819
16226,neutral/ffhq_103.png,neutral,0.890145794
10572,fear/image0038850.jpg,neutral,0.812326988
21226,neutral/image0021886.jpg,neutral,0.807465574
756,anger/image0013826.jpg,neutral,0.783488436
18293,neutral/ffhq_2891.png,neutral,0.679946692
16754,neutral/ffhq_1505.png,neutral,0.794173086
18435,neutral/ffhq_3018.png,neutral,0.805863684
754,anger/image0013786.jpg,neutral,0.827575364
16497,neutral/ffhq_1274.png,neutral,0.746674671
19679,neutral/ffhq_4738.png,neutral,0.594243364
21215,neutral/image0016093.jpg,neutral,0.730114711
20587,neutral/ffhq_5555.png,neutral,0.663774946
24212,sad/image0030371.jpg,neutral,0.793760246
16278,neutral/ffhq_1077.png,neutral,0.767355091
17791,neutral/ffhq_2439.png,neutral,0.728057678
17299,neutral/ffhq_1997.png,neutral,0.731080529
20982,neutral/ffhq_813.png,neutral,0.7887682
424,anger/image0008480.jpg,neutral,0.844720632
17920,neutral/ffhq_2555.png,neutral,0.722332636
19058,neutral/ffhq_4179.png,neutral,0.7916446
4037,contempt/image0034256.jpg,neutral,0.767891323
23359,sad/image0025940.jpg,neutral,0.799062835
16681,neutral/ffhq_144.png,neutral,0.834142426
20292,neutral/ffhq_529.png,neutral,0.829798966
4928,contempt/image0039261.jpg,neutral,0.884726827
17516,neutral/ffhq_2191.png,neutral,0.827539381
18460,neutral/ffhq_3040.png,neutral,0.831284732
21740,sad/image0009428.jpg,neutral,0.857759379
20814,neutral/ffhq_662.png,neutral,0.845307876
21118,neutral/ffhq_936.png,neutral,0.791517182
17847,neutral/ffhq_249.png,neutral,0.8178211
22474,sad/image0018900.jpg,neutral,0.842917804
4237,contempt/image0035701.jpg,neutral,0.842224347
19682,neutral/ffhq_4740.png,neutral,0.826854946
3654,contempt/image0029624.jpg,neutral,0.879915387
21618,sad/image0006626.jpg,neutral,0.861151595
14464,happy/ffhq_3984.png,neutral,0.830493697
17404,neutral/ffhq_2090.png,neutral,0.777127873
23062,sad/image0023686.jpg,neutral,0.876611177
18046,neutral/ffhq_2669.png,neutral,0.782797854
18811,neutral/ffhq_3957.png,neutral,0.806005799
4808,contempt/image0038621.jpg,neutral,0.847416233
23448,sad/image0026570.jpg,neutral,0.829259826
23544,sad/image0027111.jpg,neutral,0.846099521
4798,contempt/image0038539.jpg,neutral,0.786840433
20493,neutral/ffhq_5470.png,neutral,0.80775384
17640,neutral/ffhq_2302.png,neutral,0.837514295
16868,neutral/ffhq_1608.png,neutral,0.819287547
16892,neutral/ffhq_163.png,neutral,0.786415604
18726,neutral/ffhq_3880.png,neutral,0.863054982
16353,neutral/ffhq_1144.png,neutral,0.708920882
19444,neutral/ffhq_4526.png,neutral,0.818928637
24884,surprise/image0001952.jpg,neutral,0.870517235
